,name,lat,long,address,city,website_1,id_tripadvisor,web,phone,review_write,ranking_str,rate,operation,rating_details,image
146,DOROTHY MOLTER MUSEUM,47.90383,-91.83303,2002 E SHERIDAN ST,ELY,HTTP://ROOTBEERLADY.COM/,258353,http://www.rootbeerlady.com,+1 218-365-4451,https://www.tripadvisor.com/UserReview-g43044-d258353-Dorothy_Molter_Museum-Ely_Minnesota.html?m=66827,#5 of 20 things to do in Ely,4.5,"Monday: 10:00 - 17:00,Tuesday: 10:00 - 17:00,Wednesday: 10:00 - 17:00,Thursday: 10:00 - 17:00,Friday: 10:00 - 17:00,Saturday: 10:00 - 17:00,Sunday: 10:00 - 17:00","1: 0,2: 4,3: 18,4: 43,5: 141",https://media-cdn.tripadvisor.com/media/photo-f/08/6a/7a/fd/entry-sign.jpg
147,CLEARWATER COUNTY HISTORY CENTER,47.47874,-95.39919,264 1ST ST W,SHEVLIN,NA,17853229,FALSE,FALSE,https://www.tripadvisor.com/UserReview-g42863-d17853229-Genesis_Total_Care_Ultra_Northern_Minnesota_Wellness_Retreat_Center-Bemidji_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
148,BOIS FORTE HERITAGE CENTER,47.82075,-92.33041,1500 BOIS FORTE RD,TOWER,NA,8411069,http://www.boisforte.com/divisions/heritage_center.htm,+1 218-753-6017,https://www.tripadvisor.com/UserReview-g43573-d8411069-Bois_Forte_Heritage_Center_and_Cultural_Museum-Tower_Minnesota.html?m=66827,#6 of 10 things to do in Tower,4.5,FALSE,"1: 0,2: 0,3: 1,4: 4,5: 5",https://media-cdn.tripadvisor.com/media/photo-f/10/0e/33/c3/museum.jpg
149,BAKKEN LIBRARY AND MUSEUM,44.93928,-93.32119,3537 ZENITH AVENUE SOUTH,MINNEAPOLIS,NA,271781,http://thebakken.org,+1 612-926-3878,https://www.tripadvisor.com/UserReview-g43323-d271781-The_Bakken_Museum-Minneapolis_Minnesota.html?m=66827,#31 of 463 things to do in Minneapolis,4.5,"Monday: Closed,Tuesday: 10:00 - 16:00,Wednesday: 10:00 - 16:00,Thursday: 10:00 - 16:00,Friday: 10:00 - 16:00,Saturday: 10:00 - 16:00,Sunday: 10:00 - 16:00","1: 0,2: 3,3: 10,4: 36,5: 76",https://media-cdn.tripadvisor.com/media/photo-f/21/8a/e6/92/the-bakken-museum-front.jpg
150,BECKER COUNTY MUSEUM,46.82038,-95.84394,714 SUMMIT AVE,DETROIT LAKES,HTTP://WWW.BECKERCOUNTYHISTORY.ORG,26869745,https://www.tripadvisor.com/Attraction_Review-g43010-d26869745-Reviews-Candy_Store_at_Becker_Pet_Garden-Detroit_Lakes_Minnesota.html?m=66827,+1 218-847-8265,https://www.tripadvisor.com/UserReview-g43010-d26869745-Candy_Store_at_Becker_Pet_Garden-Detroit_Lakes_Minnesota.html?m=66827,FALSE,FALSE,"Monday: 08:30 - 17:30,Tuesday: 08:30 - 17:30,Wednesday: 08:30 - 17:30,Thursday: 08:30 - 17:30,Friday: 08:30 - 17:30,Saturday: 09:00 - 17:00,Sunday: Closed",FALSE,https://media-cdn.tripadvisor.com/media/photo-i/2a/f2/94/07/caption.jpg
151,ARROWHEAD BLUFFS MUSEUM,44.34407,-92.02702,17505 667TH ST,WABASHA,NA,3809985,http://www.coffeemillgolf.com/,FALSE,https://www.tripadvisor.com/UserReview-g43601-d3809985-The_Bluff_Coffee_Mill-Wabasha_Minnesota.html?m=66827,#15 of 17 Places to Eat in Wabasha,3,"Monday: Closed,Tuesday: 11:00 - 15:00,Wednesday: 11:00 - 21:00,Thursday: 11:00 - 21:00,Friday: 11:00 - 21:00,Saturday: 11:00 - 21:00,Sunday: 10:00 - 17:00","1: 1,2: 2,3: 0,4: 1,5: 1",
152,MILL CITY MUSEUM MN HISTO,44.98001,-93.25838,710 S 2ND ST,MINNEAPOLIS,HTTP://WWW.MILLCITYMUSEUM.ORG,272219,http://www.mnhs.org/millcity,+1 612-341-7555,https://www.tripadvisor.com/UserReview-g43323-d272219-Mill_City_Museum-Minneapolis_Minnesota.html?m=66827,#14 of 463 things to do in Minneapolis,4.5,"Monday: Closed,Tuesday: Closed,Wednesday: Closed,Thursday: 10:00 - 16:00,Friday: 10:00 - 16:00,Saturday: 10:00 - 17:00,Sunday: 10:00 - 17:00","1: 6,2: 13,3: 85,4: 476,5: 991",https://media-cdn.tripadvisor.com/media/photo-f/0c/d8/b9/59/view-of-the-mississippi.jpg
153,MUSEUM OF THE SERVICE LEAGUE OF HENNEPIN COUNTY MEDICAL CENTEN,44.97266,-93.26273,701 PARK AVE,MINNEAPOLIS,HTTP://WWW.HCMC.ORG/A_Z/MUSEUMS.HTM,560551,https://www.tripadvisor.com/Attraction_Review-g43323-d560551-Reviews-Hennepin_County_Government_Center-Minneapolis_Minnesota.html?m=66827,+1 612-348-3000,https://www.tripadvisor.com/UserReview-g43323-d560551-Hennepin_County_Government_Center-Minneapolis_Minnesota.html?m=66827,#180 of 463 things to do in Minneapolis,3,FALSE,"1: 2,2: 2,3: 4,4: 4,5: 1",https://media-cdn.tripadvisor.com/media/photo-f/01/55/7d/b1/hennepin-county-government.jpg
154,RED RIVER VALLEY SUGARBEET MUSEUM,47.68481,-96.78377,34102 320TH ST SW,ELDRED,NA,247207,https://www.tripadvisor.com/Hotel_Review-g43569-d247207-Reviews-Americas_Best_Value_Inn_Suites_Thief_River_Falls-Thief_River_Falls_Minnesota.html?m=66827,15105262665,https://www.tripadvisor.com/UserReview-g43569-d247207-Americas_Best_Value_Inn_Suites_Thief_River_Falls-Thief_River_Falls_Minnesota.html?m=66827,#5 of 6 hotels in Thief River Falls,3,"Monday: 00:00 - 00:00,Tuesday: 00:00 - 00:00,Wednesday: 00:00 - 00:00,Thursday: 00:00 - 00:00,Friday: 00:00 - 00:00,Saturday: 00:00 - 00:00,Sunday: 00:00 - 00:00","1: 10,2: 11,3: 16,4: 8,5: 11",https://media-cdn.tripadvisor.com/media/photo-f/2a/c4/b1/8a/exterior-with-sign.jpg
155,IRONWORLD DISCOVERY CENTER,47.48238,-92.89243,HIGHWAY 169 WESTPO BOX,CHISHOLM,HTTP://WWW.MNDISCOVERYCENTER.COM/,6958694,http://www.mndiscoverycenter.com/,+1 218-254-7959,https://www.tripadvisor.com/UserReview-g42944-d6958694-Minnesota_Discovery_Center-Chisholm_Minnesota.html?m=66827,#1 of 6 things to do in Chisholm,4,"Monday: Closed,Tuesday: 10:00 - 17:00,Wednesday: 10:00 - 17:00,Thursday: 10:00 - 21:00,Friday: 10:00 - 17:00,Saturday: 10:00 - 17:00,Sunday: Closed","1: 0,2: 4,3: 5,4: 27,5: 22",https://media-cdn.tripadvisor.com/media/photo-f/01/48/a6/cc/the-iron-man-statue-which.jpg
156,CENTRAL MINNESOTA CHLD MUSEUM,45.55525,-94.22716,802 1ST ST N,WAITE PARK,NA,4938177,http://www.stearnshistorymuseum.org,+1 320-253-8424,https://www.tripadvisor.com/UserReview-g43493-d4938177-Stearns_History_Museum-Saint_Cloud_Minnesota.html?m=66827,#6 of 40 things to do in Saint Cloud,4.5,"Monday: Closed,Tuesday: Closed,Wednesday: 10:00 - 17:00,Thursday: 10:00 - 17:00,Friday: 10:00 - 17:00,Saturday: 10:00 - 17:00,Sunday: 12:00 - 16:00","1: 1,2: 0,3: 5,4: 12,5: 17",https://media-cdn.tripadvisor.com/media/photo-f/04/96/90/ef/stearns-history-museum.jpg
157,HARBORS,45.25122,-92.91782,9300 SCANDIA TRL N,FOREST LAKE,NA,125057,FALSE,FALSE,https://www.tripadvisor.com/UserReview-g43396-d125057-Izatys_Resort-Onamia_Minnesota.html?m=66827,#3 of 5 hotels in Onamia,4,FALSE,"1: 6,2: 10,3: 9,4: 15,5: 33",https://media-cdn.tripadvisor.com/media/photo-f/0f/2a/72/b7/izatys-golf-and-yacht.jpg
158,MIDWEST RAILWAY INSTITUTE AND MUSEUM,44.81657,-92.9991,9280 GREY CLOUD ISLAND DR S,ST PAUL PARK,NA,10294062,https://www.awinvergrove.com,+1 651-333-0735,https://www.tripadvisor.com/UserReview-g43187-d10294062-A_w_Inver_Grove_Heights-Inver_Grove_Heights_Minnesota.html?m=66827,#7 of 50 Places to Eat in Inver Grove Heights,4.5,"Monday: 11:00 - 21:00,Tuesday: 11:00 - 21:00,Wednesday: 11:00 - 21:00,Thursday: 11:00 - 21:00,Friday: 11:00 - 21:00,Saturday: 11:00 - 21:00,Sunday: 11:00 - 21:00","1: 2,2: 0,3: 2,4: 2,5: 16",https://media-cdn.tripadvisor.com/media/photo-f/2b/3f/44/84/our-149-a-w-ice-cream.jpg
159,MINNEAPOLIS SCOTTISH RITE BUILDING & MUSEUM FOUNDATION,44.96231,-93.29252,2011 DUPONT AVE S,MINNEAPOLIS,NA,103997,http://www.walkerart.org/garden/,+1 612-375-7600,https://www.tripadvisor.com/UserReview-g43323-d103997-Minneapolis_Sculpture_Garden-Minneapolis_Minnesota.html?m=66827,#15 of 463 things to do in Minneapolis,4.5,FALSE,"1: 19,2: 37,3: 215,4: 572,5: 975",https://media-cdn.tripadvisor.com/media/photo-f/08/5b/a4/a0/minneapolis-sculpture.jpg
160,UNITED STATES HOCKEY HALL OF FAME,47.47161,-92.52823,PO BOX 679,EVELETH,HTTP://WWW.USHOCKEYHALL.COM/,123097,http://www.ushockeyhall.com/index.cfm,+1 218-744-5167,https://www.tripadvisor.com/UserReview-g43055-d123097-U_S_Hockey_Hall_of_Fame-Eveleth_Minnesota.html?m=66827,#1 of 7 things to do in Eveleth,4.5,"Monday: 09:00 - 17:00,Tuesday: 09:00 - 17:00,Wednesday: 09:00 - 17:00,Thursday: 09:00 - 17:00,Friday: 09:00 - 17:00,Saturday: 09:00 - 17:00,Sunday: 10:00 - 15:00","1: 0,2: 0,3: 5,4: 14,5: 25",https://media-cdn.tripadvisor.com/media/photo-f/0b/a9/6f/6a/us-hockey-hall-of-fame.jpg
161,MINNESOTA TRANSPORTATION MUSEUM,44.96195,-93.09417,193 PENNSYLVANIA AVE E,SAINT PAUL,NA,560189,http://www.transportationmuseum.org/,+1 651-228-0263,https://www.tripadvisor.com/UserReview-g43501-d560189-Minnesota_Transportation_Museum-Saint_Paul_Minnesota.html?m=66827,#14 of 232 things to do in Saint Paul,4.5,"Monday: Closed,Tuesday: Closed,Wednesday: 10:00 - 16:00,Thursday: Closed,Friday: Closed,Saturday: 10:00 - 16:00,Sunday: Closed","1: 2,2: 3,3: 6,4: 21,5: 68",https://media-cdn.tripadvisor.com/media/photo-f/0f/32/9e/d4/the-museum-had-a-lot.jpg
162,LAKE SUPERIOR MARINE MUSEUM,46.77996,-92.09347,PO BOX 177,DULUTH,HTTP://WWW.LSMMA.COM/,1097499,https://www.facebook.com/lakesuperiorrailroadmuseum/,+1 218-733-7590,https://www.tripadvisor.com/UserReview-g43018-d1097499-Lake_Superior_Railroad_Museum-Duluth_Minnesota.html?m=66827,#8 of 106 things to do in Duluth,4.5,"Monday: 10:00 - 17:00,Tuesday: 10:00 - 17:00,Wednesday: 10:00 - 17:00,Thursday: 10:00 - 17:00,Friday: 10:00 - 17:00,Saturday: 10:00 - 17:00,Sunday: 13:00 - 17:00","1: 3,2: 4,3: 35,4: 121,5: 304",https://media-cdn.tripadvisor.com/media/photo-f/1c/a4/f0/57/front-and-center-in-the.jpg
163,RUNESTONE MUSEUM FOUNDATION,45.88962,-95.37768,206 BROADWAY ST,ALEXANDRIA,HTTP://WWW.RUNESTONEMUSEUM.ORG,207434,http://www.runestonemuseum.org/,+1 320-763-3160,https://www.tripadvisor.com/UserReview-g29589-d207434-Runestone_Museum-Alexandria_Minnesota.html?m=66827,#1 of 23 things to do in Alexandria,4.5,"Monday: 10:00 - 16:00,Tuesday: 10:00 - 16:00,Wednesday: 10:00 - 16:00,Thursday: 10:00 - 16:00,Friday: 10:00 - 16:00,Saturday: 10:00 - 16:00,Sunday: Closed","1: 0,2: 2,3: 11,4: 69,5: 116",https://media-cdn.tripadvisor.com/media/photo-f/11/18/ae/37/runic-writing-on-the.jpg
164,COMMEMORATIVE AIR FORCE,44.88862,-93.04913,310 AIRPORT RD HANGAR 3 FLEMING FLD,SOUTH ST PAUL,HTTP://WWW.CAFSMW.ORG,5121762,http://www.cafmn.org/,+1 651-455-6942,https://www.tripadvisor.com/UserReview-g43535-d5121762-Commemorative_Air_Force_Minnesota_Wing-South_Saint_Paul_Minnesota.html?m=66827,#1 of 12 things to do in South Saint Paul,5,"Monday: Closed,Tuesday: Closed,Wednesday: 10:00 - 17:30,Thursday: Closed,Friday: Closed,Saturday: 10:00 - 17:30,Sunday: Closed","1: 0,2: 0,3: 0,4: 1,5: 9",https://media-cdn.tripadvisor.com/media/photo-f/0a/8f/24/02/just-a-handful-of-the.jpg
165,SOUTHERN MINNESOTA WARBIRDS OF AMERICA,44.7282,-92.8893,1641 WYNDHAM PLACE,HASTINGS,NA,43146,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://media-cdn.tripadvisor.com/media/photo-f/09/36/41/7b/vermillion-falls.jpg
166,MINNESOTA AFRICAN AMERICAN MUSEUM,44.96579,-93.2731,1700 3RD AVE S,MINNEAPOLIS,HTTP://WWW.MAAMCC.ORG/INDEX.PHP,272219,http://www.mnhs.org/millcity,+1 612-341-7555,https://www.tripadvisor.com/UserReview-g43323-d272219-Mill_City_Museum-Minneapolis_Minnesota.html?m=66827,#14 of 463 things to do in Minneapolis,4.5,"Monday: Closed,Tuesday: Closed,Wednesday: Closed,Thursday: 10:00 - 16:00,Friday: 10:00 - 16:00,Saturday: 10:00 - 17:00,Sunday: 10:00 - 17:00","1: 6,2: 13,3: 85,4: 476,5: 991",https://media-cdn.tripadvisor.com/media/photo-f/0c/d8/b9/59/view-of-the-mississippi.jpg
167,MINNESOTA CANOE MUSEUM,47.90325,-91.86096,323 E SHERIDAN ST,ELY,NA,145775,http://www.recreation.gov/wildernessAreaDetails.do?contractCode=NRSO&parkId=72600,+1 218-626-4300,https://www.tripadvisor.com/UserReview-g28944-d145775-Boundary_Waters_Canoe_Area_Wilderness-Minnesota.html?m=66827,#11 of 189 Boat Tours &amp; Water Sports in Minnesota,5,FALSE,"1: 0,2: 0,3: 0,4: 1,5: 77",https://media-cdn.tripadvisor.com/media/photo-f/09/80/90/9c/photo2jpg.jpg
168,PROSPECT HOUSE MUSEUM,46.28604,-95.71411,403 N LAKE AVE,BATTLE LAKE,HTTP://WWW.PROSPECTHOUSEMUSEUM.ORG,3228351,http://www.prospecthousemuseum.org,+1 218-864-4008,https://www.tripadvisor.com/UserReview-g42848-d3228351-Prospect_House_Civil_War_Museum-Battle_Lake_Minnesota.html?m=66827,#2 of 7 things to do in Battle Lake,5,"Monday: 10:00 - 17:00,Tuesday: 10:00 - 17:00,Wednesday: 10:00 - 17:00,Thursday: 10:00 - 17:00,Friday: 10:00 - 17:00,Saturday: 10:00 - 17:00,Sunday: 12:00 - 17:00","1: 0,2: 0,3: 0,4: 2,5: 22",https://media-cdn.tripadvisor.com/media/photo-f/05/f6/7e/2d/prospect-house-civil.jpg
169,WILLIAM A THOMPSON DREDGE MUSEUM,44.07119,-91.67055,615 PRAIRIE ISLAND RD N,WINONA,NA,619837,http://www.mmam.org/,+1 507-474-6626,https://www.tripadvisor.com/UserReview-g43648-d619837-Minnesota_Marine_Art_Museum-Winona_Minnesota.html?m=66827,#1 of 37 things to do in Winona,5,"Monday: Closed,Tuesday: 10:00 - 17:00,Wednesday: 10:00 - 17:00,Thursday: 10:00 - 17:00,Friday: 10:00 - 17:00,Saturday: 10:00 - 17:00,Sunday: 10:00 - 17:00","1: 2,2: 1,3: 2,4: 35,5: 474",https://media-cdn.tripadvisor.com/media/photo-f/18/2c/69/6f/photo7jpg.jpg
170,NEW ULM BATTERY,44.31023,-94.46762,BOX 611,NEW ULM,HTTP://WWW.NEWULMTEL.NET/~MUNICIPAL/BATTERY/,43366,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://media-cdn.tripadvisor.com/media/photo-f/08/f1/d3/3f/photo2jpg.jpg
171,BUENA VISTA LOGGING HERITAGE MUSEUM,47.624,-94.88565,16150 GOLDEN EAGLE CT NW,BEMIDJI,HTTP://WWW.BUENAVISTAHERITAGE.ORG,274160,http://www.bvskiarea.com/,+1 800-777-7958,https://www.tripadvisor.com/UserReview-g42863-d274160-Buena_Vista_Ski_Area-Bemidji_Minnesota.html?m=66827,#7 of 31 things to do in Bemidji,4,FALSE,"1: 1,2: 1,3: 3,4: 10,5: 12",https://media-cdn.tripadvisor.com/media/photo-i/1c/ac/7f/b9/buena-vista-ski-area.jpg
172,EAST POLK HERITAGE CENTER,47.5718,-95.73767,MELLAND PARK,FOSSTON,NA,27087580,https://www.facebook.com/100868786624519,+1 218-435-6136,https://www.tripadvisor.com/UserReview-g43080-d27087580-East_Polk_Heritage_Center-Fosston_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
173,DULUTH AVIATION INSTITUTE,46.78182,-92.097,5000 MINNESOTA AVE HANGAR 10,DULUTH,HTTP://DULUTHAVIATIONINSTITUTE.ORG,43018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://media-cdn.tripadvisor.com/media/photo-f/0c/1c/ac/b8/photo7jpg.jpg
174,AMERICAN SWEDISH INSTITUTE,44.94142,-93.25495,2600 PARK AVE,MINNEAPOLIS,HTTP://ASIMN.ORG,208574,http://www.americanswedishinst.org/,+1 612-871-4907,https://www.tripadvisor.com/UserReview-g43323-d208574-American_Swedish_Institute-Minneapolis_Minnesota.html?m=66827,#8 of 463 things to do in Minneapolis,4.5,"Monday: Closed,Tuesday: 10:00 - 16:00,Wednesday: 10:00 - 16:00,Thursday: 10:00 - 20:00,Friday: 10:00 - 16:00,Saturday: 10:00 - 16:00,Sunday: 10:00 - 16:00","1: 2,2: 1,3: 26,4: 141,5: 342",https://media-cdn.tripadvisor.com/media/photo-f/14/44/5c/1d/exterior-view-of-turnblad.jpg
175,MINNESOTA MUSEUM OF MINING,47.48937,-92.88598,PO BOX 271,CHISHOLM,HTTP://WWW.MNMUSEUMOFMINING.ORG/,498042,http://www.mnmuseumofmining.org,+1 218-254-5543,https://www.tripadvisor.com/UserReview-g42944-d498042-Minnesota_Musem_of_Mining-Chisholm_Minnesota.html?m=66827,#2 of 6 things to do in Chisholm,4.5,"Monday: 09:00 - 17:00,Tuesday: 09:00 - 17:00,Wednesday: 09:00 - 17:00,Thursday: 09:00 - 17:00,Friday: 09:00 - 17:00,Saturday: 09:00 - 17:00,Sunday: 13:00 - 17:00","1: 0,2: 1,3: 3,4: 15,5: 19",https://media-cdn.tripadvisor.com/media/photo-f/08/76/b3/7e/minnesota-musem-of-mining.jpg
176,AIR MUSEUM OF MINNESOTA,44.28463,-93.28997,1509 6TH ST SW,FARIBAULT,NA,43061,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://media-cdn.tripadvisor.com/media/photo-f/09/a9/54/5a/river-bend-nature-center.jpg
177,ARTS MIDWEST,44.94918,-93.29836,2908 HENNEPIN AVE,MINNEAPOLIS,HTTP://WWW.ARTSMIDWEST.ORG/,107544,http://new.artsmia.org,+1 888-642-2787,https://www.tripadvisor.com/UserReview-g43323-d107544-Minneapolis_Institute_of_Art-Minneapolis_Minnesota.html?m=66827,#1 of 463 things to do in Minneapolis,5,"Monday: Closed,Tuesday: 10:00 - 17:00,Wednesday: 10:00 - 17:00,Thursday: 10:00 - 21:00,Friday: 10:00 - 17:00,Saturday: 10:00 - 17:00,Sunday: 10:00 - 17:00","1: 4,2: 9,3: 38,4: 347,5: 1996",https://media-cdn.tripadvisor.com/media/photo-f/0c/ab/dc/41/20160821-110538-largejpg.jpg
178,HINCKLEY FIRE MUSEUM,46.01098,-92.93962,PO BOX 40,HINCKLEY,HTTP://HINCKLEYFIREMUSEUM.COM/,124580,http://hinckleyfiremuseum.com/,+1 320-384-7338,https://www.tripadvisor.com/UserReview-g43164-d124580-Hinckley_Fire_Museum-Hinckley_Minnesota.html?m=66827,#1 of 9 things to do in Hinckley,4.5,"Monday: Closed,Tuesday: Closed,Wednesday: Closed,Thursday: 10:00 - 17:00,Friday: 10:00 - 17:00,Saturday: 10:00 - 17:00,Sunday: 10:00 - 17:00","1: 0,2: 0,3: 4,4: 21,5: 28",https://media-cdn.tripadvisor.com/media/photo-f/0c/b1/43/90/large-mural-picturing.jpg
179,WHEELS ACROSS THE PRAIRIE MUSEUM,44.24071,-95.62513,PO BOX 1132,TRACY,HTTP://WWW.WHEELSACROSSTHEPRAIRIE.ORG/,277646,http://www.wheelsacrosstheprairie.org/joomla30,+1 888-568-0680,https://www.tripadvisor.com/UserReview-g43574-d277646-Wheels_Across_the_Prairie_Museum-Tracy_Minnesota.html?m=66827,#1 of 4 things to do in Tracy,4,FALSE,"1: 0,2: 0,3: 3,4: 5,5: 2",https://media-cdn.tripadvisor.com/media/photo-i/18/83/e5/95/wheels-across-the-prairie.jpg
180,POLISH CULTURAL INSTITUTE,44.05009,-91.62846,102 LIBERTY ST,WINONA,HTTP://PACIM.ORG/,257008,https://polishmuseumwinona.org/,+1 507-454-3431,https://www.tripadvisor.com/UserReview-g43648-d257008-Kashubian_Cultural_Institute_Polish_Museum-Winona_Minnesota.html?m=66827,#10 of 37 things to do in Winona,4.5,"Monday: 10:00 - 16:00,Tuesday: 10:00 - 16:00,Wednesday: 10:00 - 16:00,Thursday: 10:00 - 16:00,Friday: 10:00 - 16:00,Saturday: 10:00 - 16:00,Sunday: Closed","1: 0,2: 0,3: 2,4: 11,5: 28",https://media-cdn.tripadvisor.com/media/photo-f/29/a9/9d/e7/the-polish-cultural-institute.jpg
181,ART FARIBAULT CENTER,44.29395,-93.26827,321 CENTRAL AVE N,FARIBAULT,HTTP://WWW.PARADISECENTERFORTHEARTS.ORG,43061,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://media-cdn.tripadvisor.com/media/photo-f/09/a9/54/5a/river-bend-nature-center.jpg
182,MINNESOTA AIR & SPACE MUSEUM,44.94757,-93.08867,BOX 4686,ST PAUL,HTTP://USERS.MINN.NET/FARLS/MAHEC/STECO.HTML,134896,http://mcm.org/,+1 651-225-6000,https://www.tripadvisor.com/UserReview-g43501-d134896-Minnesota_Children_s_Museum-Saint_Paul_Minnesota.html?m=66827,#11 of 232 things to do in Saint Paul,4.5,"Monday: Closed,Tuesday: 09:00 - 16:00,Wednesday: 09:00 - 16:00,Thursday: 09:00 - 16:00,Friday: 09:00 - 20:00,Saturday: 09:00 - 18:00,Sunday: 09:00 - 17:00","1: 7,2: 14,3: 30,4: 80,5: 233",https://media-cdn.tripadvisor.com/media/photo-f/10/0a/73/92/exterior-of-minnesota.jpg
183,NORTH STAR SCOUTING MEMORABILIA,45.01381,-92.98946,2640 7TH AVE E,SAINT PAUL,NA,43378,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
184,MINNESOTA CENTER FOR BOOK ARTS,44.97541,-93.25417,1011 WASHINGTON AVE S,MINNEAPOLIS,HTTP://WWW.MNBOOKARTS.ORG,560572,http://www.mnbookarts.org,+1 612-338-3634,https://www.tripadvisor.com/UserReview-g43323-d560572-Minnesota_Center_for_Book_Arts-Minneapolis_Minnesota.html?m=66827,#1 of 19 Classes &amp; Workshops in Minneapolis,4.5,"Monday: 09:30 - 18:30,Tuesday: 09:30 - 21:30,Wednesday: 09:30 - 18:30,Thursday: 09:30 - 18:30,Friday: 09:30 - 18:30,Saturday: 09:30 - 18:30,Sunday: 12:00 - 17:00","1: 0,2: 2,3: 0,4: 0,5: 8",https://media-cdn.tripadvisor.com/media/photo-f/09/3f/c8/b3/minnesota-center-for.jpg
185,ST CLOUD ANTIQUE AUTO CLUB,45.55328,-94.20986,PO BOX 704,SAINT CLOUD,NA,43493,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://media-cdn.tripadvisor.com/media/photo-f/0f/d3/26/33/beaver-islands-trail.jpg
186,SACRED HEART MEMORIAL CENTER,46.78763,-92.10527,201 W 4TH ST,DULUTH,HTTP://SACREDHEARTMUSIC.NET/,143787,http://www.lsmma.com,+1 218-727-2497,https://www.tripadvisor.com/UserReview-g43018-d143787-Lake_Superior_Maritime_Visitor_Center-Duluth_Minnesota.html?m=66827,#7 of 106 things to do in Duluth,4.5,"Monday: Closed,Tuesday: Closed,Wednesday: Closed,Thursday: Closed,Friday: 10:00 - 16:30,Saturday: 10:00 - 16:30,Sunday: 10:00 - 16:30","1: 0,2: 4,3: 25,4: 193,5: 466",https://media-cdn.tripadvisor.com/media/photo-f/07/00/7d/00/lake-superior-maritime.jpg
187,PAVEK MUSEUM OF BROADCASTING,44.93909,-93.34342,3515 RALEIGH AVE,ST LOUIS PARK,HTTP://WWW.PAVEKMUSEUM.ORG,102733,http://www.pavekmuseum.org/,+1 952-926-8198,https://www.tripadvisor.com/UserReview-g43498-d102733-Pavek_Museum_of_Broadcasting-Saint_Louis_Park_Minnesota.html?m=66827,#1 of 19 things to do in Saint Louis Park,5,"Monday: Closed,Tuesday: Closed,Wednesday: 10:00 - 17:00,Thursday: 10:00 - 17:00,Friday: 10:00 - 17:00,Saturday: 10:00 - 17:00,Sunday: Closed","1: 0,2: 0,3: 0,4: 6,5: 19",https://media-cdn.tripadvisor.com/media/photo-f/06/a5/e5/d3/pavek-museum-of-broadcasting.jpg
188,MINNESOTA MUSIC HALL OF FAME,44.3127,-94.46057,PO BOX 1,NEW ULM,HTTP://MNMUSICHALLOFFAME.ORG/,4983585,http://www.newulmturnerhall.org,+1 507-354-4916,https://www.tripadvisor.com/UserReview-g43366-d4983585-Turner_Hall-New_Ulm_Minnesota.html?m=66827,#5 of 44 Places to Eat in New Ulm,4.5,"Monday: Closed,Tuesday: Closed,Wednesday: 15:00 - 18:00,Thursday: 16:00 - 20:00,Friday: 16:00 - 20:00,Saturday: 16:00 - 20:00,Sunday: Closed","1: 2,2: 3,3: 8,4: 28,5: 47",https://media-cdn.tripadvisor.com/media/photo-f/06/08/a6/a0/rathskeller-bar.jpg
189,MINNESOTA AMATEUR BASEBALL,45.51593,-94.15461,PO BOX 7705,SAINT CLOUD,HTTP://WWW.MNAMATEURBASEBALLHOF.COM/INDEX.ASP,95435,FALSE,FALSE,https://www.tripadvisor.com/UserReview-g43493-d95435-Travelodge_by_Wyndham_Motel_of_St_Cloud-Saint_Cloud_Minnesota.html?m=66827,#13 of 19 hotels in Saint Cloud,3.5,FALSE,"1: 26,2: 33,3: 68,4: 95,5: 63",https://media-cdn.tripadvisor.com/media/photo-f/1d/10/a1/d5/welcome-to-the-travelodge.jpg
190,ROLLINGSTONE LUXEMBOURG HERITAGE MUSEUM,44.08864,-91.85524,98 MAIN ST OR PO BOX 63,ROLLINGSTONE,NA,43471,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
191,MINNESOTA INVENTORS HALL OF FAME,44.53535,-95.11944,705 S MILL,REDWOOD FALLS,NA,43455,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://media-cdn.tripadvisor.com/media/photo-f/0f/4d/fe/e3/this-and-the-nearby-suspension.jpg
192,MILITARY VEHICLE AND ARMS MUSEUM OF MINNESOTA,44.66608,-92.82711,13527 195TH ST E,HASTINGS,NA,1643645,FALSE,FALSE,https://www.tripadvisor.com/UserReview-g43146-d1643645-Greenwood_Campground-Hastings_Minnesota.html?m=66827,#1 of 1 Specialty lodging in Hastings,5,FALSE,"1: 0,2: 0,3: 0,4: 0,5: 1",https://media-cdn.tripadvisor.com/media/photo-f/02/6e/26/09/filename-greenspace-at.jpg
