DISCIPLINE,COMMONNAME,LEGALNAME,ADSTREET,ADCITY,ADSTATE,ADZIP5,WEBURL,LONGITUDE,LATITUDE,AAMREG,BEAREG,LOCALE4
ART,DARLING HALLWAY ART GALLERY,AZUSA PACIFIC UNIVERSITY,901 E ALOSTA AVE,AZUSA,CA,91702,NA,-117.88966,34.12881,6,8,2
ART,DARRELL E. SECHREST ART GALLERY,HIGH POINT UNIVERSITY,833 MONTLIEU AVE,HIGH POINT,NC,27262,HTTP://WWW.HIGHPOINT.EDU/ARTDESIGN/SECHREST-ART-GALLERY/,-79.9924,35.96977,3,5,1
ART,DAUM MUSEUM OF CONTEMPORARY ART,DAUM MUSEUM OF CONTEMPORARY ART,3201 WEST 16TH STREET,SEDALIA,MO,65301,HTTP://WWW.DAUMMUSEUM.ORG,-93.27197,38.69931,4,4,4
ART,DAURA GALLERY,LYNCHBURG COLLEGE,1501 LAKESIDE DRIVE,LYNCHBURG,VA,24501,NA,-79.18403,37.40153,3,5,4
ART,DAVID ALEXICK STUDENT GALLERY AND THE FALK GALLERY AND FERGUSON GALLERY,DAVID ALEXICK STUDENT GALLERY AND THE FALK GALLERY AND FERGUSON GALLERY,1 AVENUE OF THE ARTS,NEWPORT,VA,23606,HTTP://CNU.EDU/FINEARTS/GALLERIES/,-76.4776,37.08835,3,5,4
ART,DAVID AND ALFRED SMART MUSEUM OF ART,UNIVERSITY OF CHICAGO,5550 SOUTH GREENWOOD AVENUE,CHICAGO,IL,60637,HTTP://SMARTMUSEUM.UCHICAGO.EDU/,-87.60447,41.78279,4,3,1
ART,DAVID AND BETTY DRAEWELL GALLERY OF ART,JUDSON UNIVERSITY A BAPTIST INSTITUTION,1151 N STATE STREET,ELGIN,IL,60123,HTTP://WWW.JUDSONU.EDU/GALLERY/,-88.29368,42.05954,4,3,1
ART,DAVID C. DRISKELL CENTER FOR THE STUDY OF THE VISUAL ARTS,DAVID C. DRISKELL CENTER FOR THE STUDY OF THE VISUAL ARTS,1214 COLE STUDENT ACTIVITIES BUILDING,COLLEGE PARK,MD,20742,HTTP://WWW.DRISKELLCENTER.UMD.EDU,-76.95298,38.99233,2,2,2
ART,DAVID OWSLEY MUSEUM OF ART,DAVID OWSLEY MUSEUM OF ART,2021 W RIVERSIDE AVE,MUNCIE,IN,47306,HTTP://CMS.BSU.EDU/WEB/MUSEUMOFART,-85.40827,40.20135,4,3,4
ART,DAVID WINTON BELL GALLERY,BROWN UNIVERSITY OF PROVIDENCE CONTROLLERS OFFICE,64 COLLEGE ST,PROVIDENCE,RI,02912,NA,-71.3833,41.82923,1,1,1
ART,DAVIS ART GALLERY,STEPHENS COLLEGE,1200 E BROADWAY,COLUMBIA,MO,65215,NA,-92.31998,38.95273,4,4,1
ART,DAVIS ART MUSEUM AND CULTURAL CENTER,WELLESLEY COLLEGE,106 CENTRAL ST,WELLESLEY,MA,02481,HTTP://WWW.WELLESLEY.EDU/DAVISMUSEUM,-71.29916,42.29586,1,1,2
ART,DAVISON ART CENTER,WESLEYAN UNIVERSITY,301 HIGH STREET,MIDDLETOWN,CT,06459,NA,-72.6562,41.55616,1,1,1
ART,DAVISON ART GALLERY,DAVISON ART GALLERY,2301 WESTSIDE DR,ROCHESTER,NY,14624,HTTPS://WWW.ROBERTS.EDU/DAVISON-ART-GALLERY.ASPX,-77.80295,43.12685,2,2,2
ART,DAYWOOD GALLERY,ALDERSON BROADDUS COLLEGE INC,101 COLLEGE HILL DRIVE,PHILIPPI,WV,26416,NA,-80.05472,39.15717,3,5,4
ART,DE PREE ART GALLERY,HOPE COLLEGE,141 E 12TH ST,HOLLAND,MI,49423,NA,-86.10194,42.79025,4,3,2
ART,DECKER GALLERY,MARYLAND INSTITUTE,1300 WEST MOUNT ROYAL AVENUE,BALTIMORE,MD,21217,NA,-76.62118,39.3075,2,2,1
ART,DEER VALLEY ROCK ART CENTER,DEER VALLEY ROCK ART CENTER,3711 WEST DEER VALLEY ROAD,GLENDALE,AZ,85308,HTTPS://SHESC.ASU.EDU/DVPP,-112.14055,33.68368,6,6,1
ART,DEERPATH STUDENT GALLERY,LAKE FOREST COLLEGE,555 N SHERIDAN ROAD,LAKE FOREST,IL,60045,NA,-87.8308,42.25131,4,3,2
ART,DELLA BROWN TAYLOR HARDMAN ART GALLERY,DELLA BROWN TAYLOR HARDMAN ART GALLERY,RTE 25,INSTITUTE,WV,25112,NA,-81.76243,38.37779,3,5,4
ART,DELMAR RINEY ART GALLERY,DELMAR RINEY ART GALLERY,348 NE SR 61,PRATT,KS,67124,HTTP://PRATTCC.EDU/DEPARTMENT/DELMAR-RINEY-ART-GALLERY,-98.72305,37.60727,5,4,4
ART,DELUCE FINE ARTS GALLERY,DELUCE FINE ARTS GALLERY,800 UNIVERSITY DRIVE,MARYVILLE,MO,64468,NA,-94.88286,40.35298,4,4,3
ART,DEMOCRACY GALLERY,DEMOCRACY GALLERY,1200 UNIVERSITY STREET,SPEARFISH,SD,57799,NA,-103.85954,44.48518,5,4,4
ART,DENISON UNIVERSITY GALLERY,DENISON UNIVERSITY,240 W BROADWAY,GRANVILLE,OH,43023,NA,-82.53058,40.06649,4,3,4
ART,DENLER GALLERY,UNIVERSITY OF NORTHWESTERN-ST PAUL,3003 SNELLING AVE N,SAINT PAUL,MN,55113,NA,-93.16693,45.0314,4,4,2
ART,DENNIS GALLERY,AUSTIN COLLEGE,1315 E RICHARDS STREET,SHERMAN,TX,75090,NA,-96.59506,33.6484,5,6,1
ART,DEPARTMENT OF FINE AND PERFORMING ARTS GALLERIES,DEPARTMENT OF FINE AND PERFORMING ARTS GALLERIES,14000 JERICHO PARK RD,BOWIE,MD,20715,NA,-76.76416,39.01699,2,2,2
ART,DESIGN GALLERY,DESIGN GALLERY,100 NORTH UNIVERSITY DRIVE,EDMOND,OK,73034,HTTP://WWW.UCO.EDU/CFAD/GALLERIES/,-97.47865,35.66139,5,6,4
ART,DEVOS ART MUSEUM,DEVOS ART MUSEUM,1401 PRESQUE ISLE AVE,MARQUETTE,MI,49855,HTTP://ART.NMU.EDU/DEPARTMENT/MUSEUM/INDEX.HTM,-87.39639,46.55658,4,3,3
ART,DIANE KIDD GALLERY,TIFFIN UNIVERSITY,155 MIAMI STREET,TIFFIN,OH,44883,HTTP://WWW.TIFFIN.EDU/DIANEKIDDGALLERY/,-83.18477,41.11893,4,3,3
ART,DICKINSON STATE UNIVERSITY ART GALLERY,DICKINSON STATE UNIVERSITY ART GALLERY,291 CAMPUS DRIVE,DICKINSON,ND,58601,NA,-102.7991,46.88236,5,4,4
ART,DIEGO RIVERA GALLERY,SAN FRANCISCO ART INSTITUTE,800 CHESTNUT ST,SAN FRANCISCO,CA,94133,NA,-122.41653,37.80343,6,8,1
ART,DIGGS GALLERY,DIGGS GALLERY,601 S MARTIN LUTHER KING JR DRIVE,WINSTON-SALEM,NC,27110,HTTP://WWW.WSSU.EDU/CASBE/DIGGS-GALLERY/DEFAULT.ASPX,-80.22338,36.08811,3,5,1
ART,DIMOCK GALLERY,GEORGE WASHINGTON UNIVERSITY,730 21ST STREET NORTHWEST,WASHINGTON,DC,20052,NA,-77.43757,39.05186,3,5,2
ART,DISHMAN ART GALLERY,DISHMAN ART GALLERY,1030 EAST LAVACA STREET,BEAUMONT,TX,77705,NA,-94.07394,30.04685,5,6,1
ART,DON AND HEIDE WOLFF JAZZ INSTITUTE & ART GALLERY,DON AND HEIDE WOLFF JAZZ INSTITUTE & ART GALLERY,3026 LACLEDE AVE,ST LOUIS,MO,63103,HTTP://WWW.HSSU.EDU/SP_CONTENT.CFM?WID=42&PID=373,-90.22239,38.63196,4,4,1
ART,DONALD H. LINDGREN GALLERY,GEORGE FOX UNIVERSITY,414 N MERIDIAN ST,NEWBERG,ID,97132,NA,-122.97047,45.30279,6,8,3
ART,SHEEHAN GALLERY,WHITMAN COLLEGE BOARD OF TRUSTEES,345 BOYER AVENUE,WALLA WALLA,WA,99362,NA,-118.32629,46.07064,6,8,4
ART,DONNA BEAM FINE ART GALLERY,BOARD OF REGENTS NEVADA SYSTEM OF HIGHER EDUCATION,4505 SOUTH MARYLAND PARKWAY,LAS VEGAS,NV,89119,HTTP://WWW.UNLV.EDU/DONNABEAMGALLERY,-119.81437,39.55106,6,8,1
ART,DONNA NIGH GALLERY,DONNA NIGH GALLERY,100 NORTH UNIVERSITY DRIVE,EDMOND,OK,73034,HTTP://WWW.UCO.EDU/CFAD/GALLERIES/,-97.47865,35.66139,5,6,2
ART,DONNA SERVICE ART GALLERY,DONNA SERVICE ART GALLERY,6220 EAST TEXAS,BOSSIER CITY,LA,71111,HTTP://WWW.BPCC.EDU/ART/DONNASERVICEGALLERY.HTML,-93.64741,32.53821,3,5,4
ART,DORIS ULMANN GALLERIES,BEREA COLLEGE,101 CHESTNUT STREET,BEREA,KY,40404,NA,-84.29282,37.56846,3,5,4
ART,DOROTHY HERGER GALLERY,DOROTHY HERGER GALLERY,4000 SUISUN VALLEY ROAD,FAIRFIELD,CA,94534,NA,-122.12428,38.23749,6,8,2
ART,DOROTHY UBER BRYAN GALLERY,DOROTHY UBER BRYAN GALLERY,BOWLING GREEN,BOWLING GREEN,OH,43403,HTTP://WWW.BGSU.EDU,-83.63702,41.37656,4,3,3
ART,DORRANCE H. HAMILTON GALLERY,SALVE REGINA UNIVERSITY,100 OCHRE POINT AVENUE,NEWPORT,RI,02840,HTTP://WWW.SALVEREGINABLOGS.COM/,-71.30014,41.4731,1,1,2
ART,DORRIS RIDER ART GALLERY ,DORRIS RIDER ART GALLERY ,1301 MAIN ST,TRENTON,MO,64683,NA,-93.61764,40.07741,4,4,3
ART,DOUGLAS F. COOLEY MEMORIAL GALLERY,REED COLLEGE,3203 SE WOODSTOCK BLVD,PORTLAND,OR,97202,NA,-122.6299,45.47917,6,8,1
ART,DR. GENE PROUGH CENTER FOR THE ARTS,DR. GENE PROUGH CENTER FOR THE ARTS,3094 INDIAN CIRCLE,MARIANNA,FL,32446,HTTPS://CHIPOLA.EDU/CENTER-FOR-THE-ARTS/INDEX.HTM,-85.23105,30.78734,3,5,4
ART,DR. M.T. GEOFFERY YEH ART GALLERY,ST JOHNS UNIVERSITY,8000 UTOPIA PARKWAY,QUEENS,NY,11439,HTTP://WWW.STJOHNS.EDU/ACADEMICS/SCHOOLS-AND-COLLEGES/ST-JOHNS-COLLEGE-LIBERAL-ARTS-AND-SCIENCES/DR-M-T-GEOFFREY-YEH-ART-GALLERY,-73.79456,40.72186,2,2,1
ART,DR. RITA KEPNER GALLERY,CITY UNIVERSITY OF SEATTLE,521 WALL STREET SUITE 100,SEATTLE,WA,98121,NA,-122.34507,47.61742,6,8,4
ART,DR. ROSS BEITZEL ART GALLERY,DR. ROSS BEITZEL ART GALLERY,1400 TANYARD ROAD,SEWELL,NJ,08080,HTTP://WWW.RCGC.EDU/NEWS/RELEASES/PAGES/FIVE-TO-SHOWCASE-TALENT-AT-ROWAN-COLLEGE-SEPTEMBER-ART-SHOW.ASPX,-75.12497,39.79284,2,2,2
ART,DR. V. ROGER LALLI GALLERY,TROCAIRE COLLEGE,360 CHOATE AVE,BUFFALO,NY,14220,NA,-78.8119,42.84679,2,2,1
ART,DRISKELL ART GALLERY,SOUTHWEST BAPTIST UNIVERSITY,1600 UNIVERSITY AVENUE,BOLIVAR,MO,65613,HTTP://WWW.SBUNIV.EDU/CASEBOLT/ART/FACULTY/DAWNKATZER.HTML,-93.40785,37.59975,4,4,4
ART,DRURY GALLERY,MARLBORO COLLEGE,2582 SOUTH RD,MARLBORO,VT,05344,HTTPS://WWW.MARLBORO.EDU/NEWS/DRURY,-72.72985,42.84903,1,1,4
ART,DU PONT GALLERY,WASHINGTON & LEE UNIVERSITY,204 WEST WASHINGTON STREET,LEXINGTON,VA,24450,NA,-79.44404,37.78645,3,5,3
ART,DUBOIS GALLERY,LEHIGH UNIVERSITY,36 NORTH BRADY STREET,BETHLEHEM,PA,15801,HTTP://WWW.WINKLERGALLERYOFFINEART.ORG,-75.38131,40.60721,2,2,2
ART,DUKE ART GALLERY,AZUSA PACIFIC UNIVERSITY,901 E ALOSTA AVE,AZUSA,CA,91702,NA,-117.88966,34.12881,6,8,2
ART,DUPONT GALLERY,MARYVILLE UNIVERSITY OF ST LOUIS,13550 CONWAY ROAD,ST LOUIS,MO,63017,NA,-90.50188,38.64275,4,4,2
ART,DUQUESNE UNIVERSITY'S LES IDEES GALLERY,DUQUESNE UNIVERSITY OF THE HOLY SPIRIT,ADMINISTRATION BLDG 600 FORBES AVE,PITTSBURGH,PA,15219,HTTP://WWW.DUQ.EDU/NEWS/ABSTRACT-ART-OF-JEWISH-SABBATH-TO-OPEN-AT-DUQUESNE-UNIVERSITY-GALLERY,-79.99144,40.43777,2,2,1
ART,DURBIN GALLERY,DURBIN GALLERY,900 ARKADELPHIA ROAD,BIRMINGHAM,AL,35254,HTTP://WWW.BSC.EDU/ACADEMICS/ART/DURBIN.CFM,-86.85365,33.51394,3,5,1
ART,DWIGHT V. DOWLEY GALLERY,CHESNUT HILL COLLEGE OF THE SISTERS OF ST JOSEPH,9601 GERMANTOWN AVENUE,PHILADELPHIA,PA,19118,NA,-75.22657,40.08427,2,2,1
ART,E. MAX VON ISSER GALLERY OF ART,E. MAX VON ISSER GALLERY OF ART,1700 SPARTAN DRIVE,ELGIN,IL,60123,HTTP://ELGIN.EDU/COMMUNITY.ASPX?ID=2218&TERMS=ART%20GALLERY,-88.32107,42.01609,4,3,1
ART,EARTH AND MINERAL SCIENCES MUSEUM AND GALLERY,EARTH AND MINERAL SCIENCES MUSEUM AND GALLERY,201 OLD MAIN,UNIVERSITY PARK,PA,16802,NA,-77.86267,40.79792,2,2,1
ART,EARTHSOUL GALLERY,EARTHSOUL GALLERY,307 HAZELWOOD DRIVE,SMYRNA,TN,37167,NA,-86.51829,35.976,3,5,2
ART,EAST FORK GALLERY,EAST FORK GALLERY,300 TRINITY CAMPUS CIRCLE,FORT WORTH,TX,76102,HTTP://WWW.TCCD.EDU/COURSES_AND_PROGRAMS/PROGRAM_OFFERINGS/ART/NORTHWEST_GALLERIES.HTML,-97.33803,32.75698,5,6,2
ART,EAST WING ART GALLERY,EAST WING ART GALLERY,444 GREEN ST,GARDNER,MA,01440,HTTP://MWCC.EDU/COMMUNITY/EAST-WING-ART-GALLERY/,-71.98704,42.59314,1,1,4
ART,EASTERN CAMPUS ART GALLERY,EASTERN CAMPUS ART GALLERY,4250 RICHMOND ROAD,HIGHLAND HILLS,OH,44122,HTTP://WWW.TRI-C.EDU/ARTS-AND-ENTERTAINMENT/ART-GALLERIES/EASTERN-CAMPUS-ART-GALLERY.HTML,-81.50045,41.44794,4,3,2
ART,EASTFIELD COLLEGE GALLERIES,EASTFIELD COLLEGE GALLERIES,3737 MOTLEY DR,MESQUITE,TX,75150,HTTP://WWW.EASTFIELDCOLLEGE.EDU/GALLERY219/INFORMATION.ASP,-96.65698,32.81264,5,6,2
ART,ECC ART GALLERY,ECC ART GALLERY,1964 PRAIRIE DELL RD,UNION,MO,63084,NA,-90.96909,38.42451,4,4,4
ART,EDDIE RHODES GALLERY,EDDIE RHODES GALLERY,2600 MISSION BELL DR,SAN PABLO,CA,94806,NA,-122.34454,37.96383,6,8,2
ART,EDGEWOOD COLLEGE GALLERY,EDGEWOOD COLLEGE INC,1000 EDGEWOOD COLLEGE DRIVE,MADISON,WI,53711,HTTP://ECGALLERY.EDGEWOOD.EDU/,-89.42174,43.06064,4,3,4
ART,EDITH LANGLEY BARRETT ART GALLERY,UTICA COLLEGE,1600 BURRSTONE RD,UTICA,NY,13502,HTTP://WWW.UTICA.EDU/ACADEMIC/AS/FINE_ARTS/GALLERY/INDEX.CFM,-75.27305,43.09359,2,2,1
ART,EICHOLD GALLERY,SPRING HILL COLLEGE,4000 DAUPHIN ST,MOBILE,AL,36608,HTTP://WWW.SHC.EDU/CATEGORY/EVENT-LOCATION/EICHOLD-GALLERY,-88.14806,30.68574,3,5,4
ART,EIDE/DALRYMPLE GALLERY,AUGUSTANA UNIVERSITY,NA,SIOUX FALLS,SD,57197,HTTP://WWW.AUGIE.EDU/ARTS/ART-GALLERIES-AND-EXHIBITS/EIDE-DALRYMPLE-GALLERY,-96.73634,43.52724,5,4,4
ART,EL CAMINO COLLEGE GALLERY,EL CAMINO COLLEGE GALLERY,16007 CRENSHAW BLVD,TORRANCE,CA,90506,HTTP://WWW.ELCAMINO.EDU/ARTGALLERY/,-118.32659,33.88554,6,8,2
ART,ELDER GALLERY,NEBRASKA WESLEYAN UNIVERSITY,5000 SAINT PAUL AVENUE,LINCOLN,NE,68504,NA,-96.64759,40.83878,5,4,1
ART,ELI AND EDYTHE BROAD ART MUSEUM,MICHIGAN STATE UNIVERSITY,547 EAST CIRCLE DRIVE,EAST LANSING,MI,48824,HTTP://BROADMUSEUM.MSU.EDU,-84.49352,42.7356,4,3,1
ART,ELIZABETH MYERS MITCHELL GALLERY,ST JOHNS HOSPITAL OF THE HOSPITAL SISTERS OF THE THIRD ORDE,60 COLLEGE AVENUE,ANNAPOLIS,MD,21401,HTTP://WWW.SJC.EDU/PROGRAMS-AND-EVENTS/ANNAPOLIS/MITCHELL-ART-GALLERY/MITCHELL-GALLERY-ARCHIVES/2014-2015-EXHIBITS-AND-PROGRAMS/,-89.64487,39.80718,4,3,4
ART,ELIZABETH P. KORN ART GALLERY,DREW UNIVERSITY,36 MADISON AVENUE,MADISON,NJ,07940,NA,-74.47231,40.78904,2,2,2
ART,ELKINS PARK CAMPUS GALLERY,TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUC,1801 NORTH BROAD STREET,PHILADELPHIA,PA,19122,HTTP://TYLER.TEMPLE.EDU/,-75.14631,39.97592,2,2,1
ART,ELKTON STATION GALLERY,ELKTON STATION GALLERY,ONE SEAHAWK DRIVE,NORTH EAST,MD,21901,HTTP://WWW.CECIL.EDU/ACTIVITIES-AND-ATHLETICS/PAGES/COLLEGE-GALLERIES.ASPX,-75.95845,39.64083,2,2,4
ART,ELLIOTT GALLERY,ECKERD COLLEGE,4200 54TH AVE S,SAINT PETERSBURG,FL,33711,HTTP://WWW.ECKERD.EDU/ACADEMICS/VISUALARTS/FACILITIES/INDEX.PHP,-82.68859,27.71897,3,5,4
ART,ELZAY GALLERY OF ART,OHIO NORTHERN UNIVERSITY,525 S MAIN ST,ADA,OH,45810,HTTP://WWW.ONU.EDU/ACADEMICS/GETTY_COLLEGE_OF_ARTS_SCIENCES/AREAS_OF_STUDY/ART_DESIGN/GALLERY_AND_EXHIBITIONS/ABOUT_THE,-83.82332,40.77654,4,3,3
ART,EMILY DAVIS GALLERY,EMILY DAVIS GALLERY,150 E EXCHANGE ST,AKRON,OH,44325,HTTP://WWW.UAKRON.EDU/ART/GALLERIES/EDG/,-81.51119,41.07778,4,3,1
ART,EMORY VISUAL ARTS GALLERY,EMORY UNIVERSITY,700 PEAVINE CREEK ROAD NORTHEAST,ATLANTA,GA,30322,NA,-84.32172,33.79637,3,5,4
ART,EP SAULS GALLERY,CAMPBELL UNIVERSITY INC,143 MAIN ST,BUIES CREEK,NC,27506,HTTP://WWW.CAMPBELL.EDU/NEWS/ITEM/SENIOR-ARTISTS-ON-DISPLAY-AT-E.P.-SAULS-GALLERY,-78.73614,35.41289,3,5,4
ART,EPPLEY ART GALLERY,MORNINGSIDE COLLEGE,1501 MORNINGSIDE AVENUE,SIOUX CITY,IA,51106,NA,-96.35888,42.47557,4,4,4
ART,ERDMAN ART GALLERY,PRINCETON THEOLOGICAL SEMINARY,20 LIBRARY PLACE,PRINCETON,NJ,08540,HTTP://CONED.PTSEM.EDU/,-74.66538,40.3455,2,2,2
ART,ERIC FISCHL GALLERY,ERIC FISCHL GALLERY,640 N 1ST AVE,PHOENIX,AZ,85003,HTTP://WWW.PHOENIXCOLLEGE.EDU/CAMPUS-LIFE/ERIC-FISCHL-GALLERY,-112.07602,33.45566,6,6,1
ART,ERLANSON GALLERY,ERLANSON GALLERY,ONE COLLEGE PK,DECATUR,IL,62521,HTTP://WWW.RICHLAND.EDU/NODE/1502,-88.89338,39.8748,4,3,1
ART,ERMA BYRD ART GALLERY,UNIVERSITY OF CHARLESTON,2300 MACCORKLE AVENUE SOUTHEAST,CHARLESTON,WV,25304,NA,-81.61848,38.33247,3,5,1
ART,ESTHER AND JOHN CLAY FINE ARTS GALLERY,ESTHER AND JOHN CLAY FINE ARTS GALLERY,1400 E COLLEGE DR,CHEYENNE,WY,82007,NA,-104.77741,41.1024,5,7,4
ART,ESTHER MASSRY GALLERY,COLLEGE OF SAINT ROSE,432 WESTERN AVE,ALBANY,NY,12203,HTTP://WWW.STROSE.EDU/ACADEMICS/SCHOOLOFARTSANDHUMANITIES/MASSRY_CENTER_FOR_THE_ARTS/ESTHER_MASSRY_GALLERY,-73.7871,42.6649,2,2,1
ART,ESVELT GALLERY,ESVELT GALLERY,2600 N 20TH AVE,PASCO,WA,99301,HTTP://WWW.COLUMBIABASIN.EDU/INDEX.ASPX?PAGE=593,-119.11706,46.24986,6,8,1
ART,ETTINGER GALLERY,LAGUNA COLLEGE OF ART AND DESIGN,2222 LAGUNA CANYON ROAD,LAGUNA BEACH,CA,92651,HTTP://WWW.LCAD.EDU,-117.77335,33.557,6,8,2
ART,EULA BASS LEWIS ART GALLERY,EULA BASS LEWIS ART GALLERY,900 SOUTH COURT STREET,ELLISVILLE,MS,39437,NA,-89.19987,31.5996,3,5,4
ART,EULA MAE EDWARDS MUSEUM AND GALLERY,EULA MAE EDWARDS MUSEUM AND GALLERY,417 SCHEPPS BLVD,CLOVIS,NM,88101,HTTP://WWW.CLOVIS.EDU,-103.16828,34.40145,5,6,3
ART,EUPHRAT MUSEUM OF ART,EUPHRAT MUSEUM OF ART,21250 STEVENS CREEK BOULEVARD,CUPERTINO,CA,95014,NA,-122.0501,37.32268,6,8,2
ART,EVA G. FARRIS ART GALLERY,THOMAS MORE COLLEGE,333 THOMAS MORE PARKWAY,CRESTVIEW HILLS,KY,41017,HTTP://WWW.THOMASMORE.EDU/ART/ART_GALLERY.CFM,-84.56946,39.02331,3,5,2
ART,EVANS HALL INTERIOR DESIGN GALLERY,EVANS HALL INTERIOR DESIGN GALLERY,100 NORTH UNIVERSITY DRIVE,EDMOND,OK,73034,HTTP://WWW.UCO.EDU/CFAD/GALLERIES/,-97.47865,35.66139,5,6,2
ART,EVC ART GALLERY,EVC ART GALLERY,3095 YERBA BUENA RD,SAN JOSE,CA,95135,HTTP://WWW.EVC.EDU/EVENTS/PAGES/EVC-ART-GALLERY-EXHIBITION.ASPX,-121.76365,37.2978,6,8,1
ART,EVELYN E. JORGENSON FINE ARTS GALLERY,EVELYN E. JORGENSON FINE ARTS GALLERY,101 COLLEGE AVE,MOBERLY,MO,65270,HTTP://WWW.MACC.EDU/JORGENSON-FINE-ARTS-GALLERY,-92.45281,39.41943,4,4,3
ART,EVERGREEN GALLERY,EVERGREEN GALLERY,2737 ROOM 2204 MCCANN PLAZA DRIVE NORTHWEST,OLYMPIA,WA,98505,NA,-122.95414,47.07259,6,8,2
ART,EWING GALLERY OF ART & ARCHITECTURE,EWING GALLERY OF ART & ARCHITECTURE,527 ANDY HOLT TOWER,KNOXVILLE,TN,37996,HTTP://WWW.EWING-GALLERY.UTK.EDU/,-83.93499,35.95324,3,5,2
ART,EZRA AND CECILE ZILKHA GALLERY,WESLEYAN UNIVERSITY,237 HIGH ST,MIDDLETOWN,CT,06459,NA,-72.6562,41.55616,1,1,1
ART,FAHM HALL GALLERY,SAVANNAH COLLEGE OF ART AND DESIGN INC,342 BULL STREET,SAVANNAH,GA,31402,NA,-81.09897,32.08424,3,5,4
ART,FALCIGLIA ART GALLERY,HODGES UNIVERSITY INC,2655 NORTHBROOKE DRIVE,NAPLES,FL,34119,HTTP://WWW.HODGES.EDU/NEWSEVENTS/NEWSDETAILS.ASPX?CHANNEL=%2FCHANNELS%2FADMISSIONS+CONTENT&WORKFLOWITEMID=19205F95-6C35-459D-B4C0-EDD499BAB7DE,-81.7422,26.30264,3,5,4
ART,FARNHAM GALLERIES,SIMPSON COLLEGE,701 NORTH C ST,INDIANOLA,IA,50125,NA,-93.56509,41.3674,4,4,4
ART,FAULCONER GALLERY,TRUSTEES OF GRINNELL COLLEGE,1108 PARK STREET,GRINNELL,IA,50112,HTTP://WWW.GRINNELL.EDU/FAULCONERGALLERY,-92.7242,41.74068,4,4,3
ART,FERGUSON ART GALLERY,CONCORDIA UNIVERSITY,7400 AUGUSTA ST,RIVER FOREST,IL,60305,NA,-87.80861,41.89793,4,3,2
ART,FERRIS STATE UNIVERSITY FINE ART GALLERY,FERRIS STATE UNIVERSITY,205 UNIVERSITY CENTER 805 CAMPUS DRIVE,BIG RAPIDS,MI,49307,NA,-85.47763,43.693,4,3,4
ART,FIELDING GRADUATE UNIVERSITY ART GALLERY,FIELDING GRADUATE UNIVERSITY,2112 SANTA BARBARA STREET,SANTA BARBARA,CA,93105,HTTP://WWW.FIELDING.EDU/NEWSEVENTS/EVENTDETAILS.ASPX?CHANNEL=/CHANNELS/ADMISSIONS&WORKFLOWITEMID=433B3108-103F-4991-B511-9C568C4F049E,-119.71715,34.4294,6,8,1
ART,FIELDING L. WRIGHT ART CENTER,FIELDING L. WRIGHT ART CENTER,1003 WEST SUNFLOWER ROAD,CLEVELAND,MS,38733,NA,-90.7332,33.74742,3,5,4
ART,FIGGE ART MUSEUM,FIGGE ART MUSEUM,225 W 2ND S,DAVENPORT,IA,52801,HTTP://FIGGEARTMUSEUM.ORG,-90.57227,41.52122,4,4,1
ART,FINE ART GALLERIES,FINE ART GALLERIES,2801 S UNIVERSITY AVE,LITTLE ROCK,AR,72204,HTTP://UALR.EDU/ART/GALLERIES/CURRENT-EXHIBITIONS/,-92.3418,34.7269,3,5,4
ART,FINE ART GALLERY,FINE ART GALLERY,5840 26TH ST W,BRADENTON,FL,34207,HTTP://WWW.SCF.EDU/ACADEMICS/FINEPERFORMINGARTS/FINEARTGALLERY/,-82.58779,27.43704,3,5,2
ART,FINE ART MUSEUM,FINE ART MUSEUM,199 CENTENNIAL DRIVE,CULLOWHEE,NC,28723,HTTP://WWW.WCU.EDU/MUSEUM/,-83.16586,35.25626,3,5,4
ART,FINE ARTS CENTER,ST EDWARDS UNIVERSITY,3001 S CONGRESS AVE,AUSTIN,TX,78704,HTTP://WWW.STEDWARDS.EDU/LIFE/STUDENTCOMMUNITY/THEATERMUSICARTS,-97.75838,30.23241,5,6,4
ART,FINE ARTS CENTER GALLERIES,FINE ARTS CENTER GALLERIES,GREEN HALL 35 CAMPUS AVENUE,KINGSTON,RI,02881,NA,-71.526,41.47874,1,1,2
ART,FINE ARTS CENTER GALLERY,FINE ARTS CENTER GALLERY,PO BOX 600,STATE UNIVERSITY,AR,72467,HTTP://WWW.ASTATE.EDU/COLLEGE/FINE-ARTS/,-90.67934,35.84933,3,5,4
ART,FINE ARTS CENTER GALLERY,FINE ARTS CENTER GALLERY,200 HIGH STREET,GLENVILLE,WV,26351,NA,-80.83354,38.93439,3,5,4
ART,FINE ARTS CENTER GALLERY,FINE ARTS CENTER GALLERY,340 DEKALB PIKE,BLUE BELL,PA,19422,NA,-75.27209,40.17324,2,2,2
ART,FINE ARTS COMPLEX GALLERY,FINE ARTS COMPLEX GALLERY,4901 E UNIVERSITY,TYLER,TX,75799,HTTP://WWW.UTPB.EDU,-95.24498,32.31329,5,6,1
ART,FINE ARTS GALLERY,FINE ARTS GALLERIES,4400 UNIVERSITY DRIVE,FAIRFAX,VA,22030,HTTP://WWW.GMU.EDU,-77.30722,38.83011,3,5,4
